,n_cells,gft_score,svg_rank,cutoff_gft_score,pvalue,qvalue
ENSG00000137207,900,1.4502099726148165,3494,False,8.207044963516516e-07,1.5624527611426176e-05
ENSG00000120675,557,1.4501358315140949,3495,False,0.2705993051179083,1.0
ENSG00000172831,271,1.4499539051500412,3496,False,0.0008168612965486308,0.012665577133346559
ENSG00000111737,346,1.4498886632474606,3497,False,4.146901436686774e-09,9.201009193396645e-08
ENSG00000078140,774,1.4498727842662855,3498,False,2.3435208862473395e-29,1.6850769628546758e-27
ENSG00000170759,697,1.4497191387473958,3499,False,4.575215131379189e-07,8.867932625213581e-06
ENSG00000025039,252,1.4496843479133663,3500,False,0.739759777616134,1.0
ENSG00000054282,247,1.4493278080969236,3501,False,7.017361939239571e-11,1.7252827407490607e-09
ENSG00000238142,210,1.4492678781466206,3502,False,1.4027757703486837e-38,1.706940949334662e-36
ENSG00000204052,400,1.4491232242586114,3503,False,0.4497020722269068,1.0
ENSG00000050130,375,1.4486922765549655,3504,False,0.0029842530989844488,0.044669281892960086
ENSG00000146729,629,1.4486202377665356,3505,False,0.7790590097576755,1.0
ENSG00000144320,337,1.448595788546813,3506,False,0.9999993354060184,1.0
ENSG00000150768,354,1.44840500052382,3507,False,0.9624891666588112,1.0
ENSG00000132153,951,1.4482742065055652,3508,False,2.3193067193523354e-34,2.2514655216062088e-32
ENSG00000183527,228,1.4481828228823175,3509,False,5.1357638960316716e-14,1.5166023951329898e-12
ENSG00000182004,921,1.4474151325516167,3510,False,3.660008278714841e-08,7.666162073227615e-07
ENSG00000170142,458,1.4473978633070326,3511,False,2.1188917425689472e-13,6.079169353240748e-12
ENSG00000112981,327,1.447373628577751,3512,False,9.6709606231459e-29,6.717816915595135e-27
ENSG00000257923,353,1.4473576046364567,3513,False,1.9478107882584147e-24,1.0509530786621035e-22
ENSG00000265241,815,1.4472095210126918,3514,False,6.172141996936553e-08,1.2706238657465086e-06
ENSG00000177511,819,1.4471607445450874,3515,False,0.5335815286487195,1.0
ENSG00000158796,281,1.4464279867790704,3516,False,0.006650450526357029,0.09667700671149461
ENSG00000108788,250,1.4463465134195568,3517,False,1.6034823506710394e-11,4.089657313803283e-10
ENSG00000169972,190,1.444900887122244,3518,False,0.9888725267500782,1.0
ENSG00000151914,901,1.444658170304139,3519,False,0.9999999918124656,1.0
ENSG00000115241,570,1.4445252813196716,3520,False,0.3719966635490396,1.0
ENSG00000123095,372,1.4444889797222165,3521,False,7.466213743945721e-06,0.00013369407115862103
ENSG00000132254,514,1.4442583221250687,3522,False,1.2038917571484005e-11,3.09203513492026e-10
ENSG00000008018,1321,1.4439503141737258,3523,False,3.660008278714841e-08,7.666162073227615e-07
ENSG00000177981,427,1.4438175930902617,3524,False,2.90151895519479e-35,2.9742803915009032e-33
ENSG00000147548,630,1.4436254550250316,3525,False,1.4124516080383434e-09,3.2254096789378594e-08
ENSG00000082458,553,1.4435971278266024,3526,False,4.3606819493644747e-08,9.076416434331755e-07
ENSG00000158793,340,1.443572295715406,3527,False,2.239614777677644e-12,5.986301891332209e-11
ENSG00000132466,479,1.4433762939880221,3528,False,0.1909599828163463,1.0
ENSG00000168288,637,1.4431416862039408,3529,False,0.008155800406953219,0.11787084062954488
ENSG00000179094,265,1.4431385021328538,3530,False,9.6709606231459e-29,6.717816915595135e-27
ENSG00000160310,992,1.4429166550971613,3531,False,0.8257675947772622,1.0
ENSG00000173166,339,1.4426805765707664,3532,False,4.1138055506763946e-08,8.585669996995827e-07
ENSG00000204160,238,1.4426534079202118,3533,False,2.3715047832820823e-31,1.8799909523484238e-29
ENSG00000129158,558,1.4426530738680434,3534,False,6.289439707751021e-05,0.001062013997646117
ENSG00000134851,381,1.442518933532821,3535,False,0.3444636212421549,1.0
ENSG00000152931,464,1.4419828858905284,3536,False,1.2805631999610605e-31,1.0351996961716062e-29
ENSG00000100280,691,1.4418756445213092,3537,False,2.713353672922393e-15,8.611802159836154e-14
ENSG00000172590,1037,1.4418390773696497,3538,False,0.2955440470334272,1.0
ENSG00000123395,414,1.4417064366274321,3539,False,9.684068102114876e-14,2.8273388055954464e-12
ENSG00000113456,192,1.4416828214652437,3540,False,2.994087899162009e-85,4.341597702861918e-82
ENSG00000163349,472,1.4416463644182804,3541,False,0.6555363787578451,1.0
ENSG00000151376,386,1.4414286840438233,3542,False,1.7360624568468883e-05,0.0003033760616191271
ENSG00000104365,155,1.441327342577168,3543,False,9.29328265652456e-39,1.138799009938636e-36
ENSG00000145741,1814,1.4413220850958484,3544,False,2.226191476543523e-22,1.0656740223815757e-20
ENSG00000169692,336,1.4410635326330012,3545,False,8.161664861707905e-68,5.117785139901314e-65
ENSG00000022267,1177,1.4408234756689562,3546,False,2.4229340547354772e-08,5.130600038897153e-07
ENSG00000179912,801,1.440701613013026,3547,False,0.9999999840446552,1.0
ENSG00000172939,195,1.4406867508519898,3548,False,6.685398451364285e-45,1.1720956652411819e-42
ENSG00000214253,2402,1.440508962186923,3549,False,4.413830346051209e-09,9.76835100269541e-08
ENSG00000198843,959,1.4404287288860336,3550,False,0.8701694196812018,1.0
ENSG00000122012,113,1.4404150183504414,3551,False,2.07953861401822e-78,2.0677366193353997e-75
ENSG00000154832,240,1.44041409903221,3552,False,0.041088333510837946,0.5559603727395477
ENSG00000100225,404,1.4403645120445736,3553,False,0.62000759397896,1.0
ENSG00000152969,642,1.4402939436195676,3554,False,0.0008468078670984229,0.013121135083915743
ENSG00000136478,376,1.4397734014985422,3555,False,0.9312765026082845,1.0
ENSG00000063046,1099,1.439601968660328,3556,False,0.8032521754706482,1.0
ENSG00000179431,224,1.4390167527279907,3557,False,1.3244508868084596e-09,3.030420665037028e-08
ENSG00000084072,361,1.4389072137794405,3558,False,4.603018753003306e-06,8.358535573249724e-05
ENSG00000115661,289,1.4388220668788263,3559,False,2.194774690126123e-28,1.488911391537861e-26
ENSG00000181222,826,1.4387464424750613,3560,False,0.99999993827858,1.0
ENSG00000142046,204,1.438495404306527,3561,False,9.699154660764959e-12,2.5003245811581855e-10
ENSG00000203930,144,1.4384527268059357,3562,False,3.788289287289822e-15,1.1909452304233866e-13
ENSG00000146535,253,1.4382956433017697,3563,False,0.9999535265533415,1.0
ENSG00000243477,222,1.4382840866127213,3564,False,0.0007878920924795715,0.012230026779858108
ENSG00000058272,558,1.4382649403288217,3565,False,0.07012897575405246,0.9297463085682212
ENSG00000101544,191,1.4382258153468024,3566,False,1.5955344862879183e-08,3.430755484708419e-07
ENSG00000031823,313,1.4381724444187012,3567,False,8.526595570072294e-19,3.31179868225414e-17
ENSG00000168268,259,1.4378825481503665,3568,False,3.947762255654096e-17,1.3905618819517637e-15
ENSG00000119655,531,1.4375871368694213,3569,False,0.13433656833987723,1.0
ENSG00000185624,1251,1.437572977849364,3570,False,0.002797865340234662,0.04192444867023514
ENSG00000109756,749,1.4372373930772586,3571,False,0.014999307927282742,0.21184918228689478
ENSG00000164168,231,1.4369466018778916,3572,False,1.0,1.0
ENSG00000090372,662,1.4367895289393247,3573,False,0.0015372131228185359,0.023422554501382045
ENSG00000077147,844,1.4366823160412416,3574,False,0.9857805310269714,1.0
ENSG00000211448,350,1.4365790568969388,3575,False,9.74443563383445e-23,4.746251338184773e-21
ENSG00000088387,474,1.4365611468178103,3576,False,4.030845649374461e-20,1.693167524691786e-18
ENSG00000108684,183,1.4365311151173705,3577,False,7.611022067328732e-21,3.327562243314327e-19
ENSG00000156017,173,1.4364486508971746,3578,False,5.3916641548127373e-20,2.2552556549817266e-18
ENSG00000135452,377,1.4359212073405594,3579,False,0.25344949007441897,1.0
ENSG00000133639,313,1.435858711877304,3580,False,1.644953385722553e-23,8.431019537763377e-22
ENSG00000087494,127,1.4357308615180335,3581,False,3.8956939765350514e-09,8.668508105297217e-08
ENSG00000172046,294,1.4356933323959589,3582,False,3.249631585209197e-61,1.440657501643255e-58
ENSG00000204272,648,1.4355044406477717,3583,False,2.9669392964276037e-07,5.825305300102644e-06
ENSG00000103365,264,1.4354449324209722,3584,False,1.958836448807445e-35,2.028874452599178e-33
ENSG00000178035,658,1.4347454584727197,3585,False,7.2500053893794e-13,2.0024609643033597e-11
ENSG00000151135,285,1.4347323492941229,3586,False,3.0689406633749874e-08,6.459227288389313e-07
ENSG00000143337,317,1.4345940418786682,3587,False,6.520116312071184e-14,1.9197034310102797e-12
ENSG00000075539,201,1.4345863531614638,3588,False,0.917819803869793,1.0
ENSG00000163719,212,1.434086025738454,3589,False,0.3483508014412686,1.0
ENSG00000178171,171,1.4340051074011506,3590,False,0.09572884880576016,1.0
ENSG00000101134,191,1.433919620173615,3591,False,2.1546790222319153e-49,4.837791640344373e-47
ENSG00000100714,404,1.43388346643219,3592,False,4.258408848729757e-05,0.0007278901734267178
ENSG00000165355,301,1.433648719719543,3593,False,0.4206794247616753,1.0
ENSG00000182253,453,1.433424824187332,3594,False,0.9999999999988584,1.0
ENSG00000078295,832,1.4333935070022055,3595,False,0.9999999307602325,1.0
ENSG00000123472,1024,1.433232038664017,3596,False,3.7594174418968594e-12,9.907827140273094e-11
ENSG00000174109,264,1.433177927239003,3597,False,1.3913001765230067e-47,2.8150665596105516e-45
ENSG00000100883,324,1.4330768027252763,3598,False,1.0,1.0
ENSG00000110172,198,1.4330481030553368,3599,False,2.207186579213867e-25,1.2602642340349028e-23
ENSG00000064726,602,1.4330238359774805,3600,False,3.029196547192572e-22,1.4362421489412735e-20
ENSG00000213626,331,1.4328164179661909,3601,False,1.8493502757093025e-11,4.697803895599114e-10
ENSG00000167985,390,1.4327251799799825,3602,False,0.009676498211977164,0.13883955601718903
ENSG00000108262,1091,1.4326597953520215,3603,False,0.9476319589206117,1.0
ENSG00000189376,177,1.4325815197913108,3604,False,1.770995512391049e-25,1.0204149118691702e-23
ENSG00000204442,463,1.4318929977424768,3605,False,5.735166340600775e-15,1.7892569729372622e-13
ENSG00000177169,470,1.4317330351546862,3606,False,0.999999088570773,1.0
ENSG00000157916,745,1.4315846291269476,3607,False,0.00011820787094940167,0.001955690622863017
ENSG00000111011,620,1.431138678111092,3608,False,0.009144125093134049,0.13155354777343597
ENSG00000139180,624,1.4303247968951016,3609,False,3.660008278714841e-08,7.666162073227615e-07
ENSG00000108528,1101,1.4303166971658037,3610,False,5.914108662329987e-16,1.9583163875042137e-14
ENSG00000136153,408,1.4296830115987254,3611,False,0.9999999999674201,1.0
ENSG00000198677,304,1.4290710876534882,3612,False,0.09753176460267454,1.0
ENSG00000177098,359,1.4288390798630273,3613,False,1.583379082102755e-05,0.00027767071235122617
ENSG00000170348,888,1.428837007888653,3614,False,0.6516491985587314,1.0
ENSG00000103254,1203,1.4276203328293253,3615,False,8.396721726325282e-22,3.8729937035265564e-20
ENSG00000173273,336,1.427461628715805,3616,False,0.9999470583828133,1.0
ENSG00000129128,705,1.4274173568822752,3617,False,0.1412948835930405,1.0
ENSG00000107738,197,1.4269094400756626,3618,False,2.526208647863413e-17,8.993913904563142e-16
ENSG00000213699,232,1.4268192477300605,3619,False,0.9999999992114287,1.0
ENSG00000171634,306,1.4264582143210582,3620,False,7.242042439216964e-09,1.5836189756184468e-07
ENSG00000000419,302,1.4255183973011303,3621,False,5.658663169467065e-09,1.246781896633101e-07
ENSG00000108561,827,1.4254309465767547,3622,False,7.242042439216964e-09,1.5836189756184468e-07
ENSG00000106070,266,1.4254116135549457,3623,False,4.0842509489867397e-10,9.603885589761662e-09
ENSG00000140044,245,1.424804416220113,3624,False,1.7086491257934262e-26,1.0404780636974518e-24
ENSG00000134222,253,1.4243509471303,3625,False,6.480620552527294e-10,1.5101067238977957e-08
ENSG00000005302,346,1.4242844953748552,3626,False,0.23688869640889088,1.0
ENSG00000103264,349,1.4238999855471466,3627,False,2.437757815599074e-59,9.922491081526016e-57
ENSG00000111911,737,1.4237499398530755,3628,False,0.9284435391913335,1.0
ENSG00000108465,490,1.4234873016118974,3629,False,2.931534531780406e-14,8.764725285081788e-13
ENSG00000109084,221,1.4233060610553614,3630,False,0.38400984060459753,1.0
ENSG00000151500,553,1.4232952660598324,3631,False,1.0259784747784503e-17,3.7466370468669564e-16
ENSG00000069020,356,1.422646842992073,3632,False,4.0179395199410977e-19,1.5862708848970048e-17
ENSG00000103174,305,1.4222440050195613,3633,False,0.004778080194036512,0.07028052041947724
ENSG00000017797,714,1.422153991592222,3634,False,1.6034823506710394e-11,4.089657313803283e-10
ENSG00000144741,390,1.422041605656912,3635,False,2.6347986768675913e-43,4.2158432007957487e-41
ENSG00000160818,319,1.4219039444480601,3636,False,0.9999999999916068,1.0
ENSG00000131051,884,1.421896843629723,3637,False,1.1434084918493933e-05,0.00020245319717802546
ENSG00000198793,353,1.421892719999575,3638,False,4.4417356577730604e-20,1.8646376652253584e-18
ENSG00000187118,405,1.4218660449424814,3639,False,5.682835048285535e-10,1.327763779409257e-08
ENSG00000102317,525,1.4215649006237703,3640,False,0.999990528996091,1.0
ENSG00000127328,246,1.4214918345081915,3641,False,0.04907211183935606,0.6603930625820131
ENSG00000118263,187,1.4211559968103276,3642,False,1.9300537645672604e-17,6.910340011992076e-16
ENSG00000237441,342,1.4207064720712541,3643,False,6.150618113571274e-39,7.617434305696776e-37
ENSG00000149571,257,1.4201578117672626,3644,False,8.3932201929652e-12,2.172521508305454e-10
ENSG00000145687,583,1.419941113935687,3645,False,0.001086379895056489,0.01672158465769508
ENSG00000141568,437,1.4198488682980626,3646,False,3.7031032013886717e-32,3.0867795201578725e-30
ENSG00000078687,413,1.419670838490185,3647,False,0.9998150407037371,1.0
ENSG00000111790,649,1.4195655734482104,3648,False,0.021555884465968317,0.2999496986577846
ENSG00000135324,315,1.4189283614386257,3649,False,1.1982223072569009e-05,0.00021183526281406726
ENSG00000174943,416,1.4185728442380567,3650,False,3.0689406633749874e-08,6.459227288389313e-07
ENSG00000121022,648,1.4184668225017878,3651,False,0.7259024621093915,1.0
ENSG00000113068,947,1.4179750862693976,3652,False,5.424736861631838e-12,1.4173291728642032e-10
ENSG00000169398,576,1.4178685289690693,3653,False,7.33238596530724e-08,1.4997181191172546e-06
ENSG00000123636,233,1.417524540234895,3654,False,3.4516839148560674e-08,7.245073020982084e-07
ENSG00000186716,556,1.4174241750742707,3655,False,0.1509466504706199,1.0
ENSG00000165233,334,1.417371112073998,3656,False,4.1732659793223814e-06,7.601955051628483e-05
ENSG00000100412,1695,1.4171035026200376,3657,False,8.22024033809658e-08,1.67442541281678e-06
ENSG00000085224,890,1.4168063571742049,3658,False,0.00012835347089850123,0.0021175045977428787
ENSG00000112320,804,1.4166121530619733,3659,False,5.658663169467065e-09,1.246781896633101e-07
ENSG00000139579,601,1.4164342838301947,3660,False,1.7968036104303183e-18,6.89809351445242e-17
ENSG00000163479,926,1.4163777140237885,3661,False,0.0046337753267200995,0.06831675704283745
ENSG00000122729,147,1.4163517762460895,3662,False,1.8832213644628363e-21,8.533681442916121e-20
ENSG00000175772,244,1.4160762286085062,3663,False,7.133025349902335e-18,2.6450614436640145e-16
ENSG00000140350,769,1.4159856095821934,3664,False,1.2229261424996968e-28,8.477987781728608e-27
ENSG00000110768,280,1.4157837125622588,3665,False,1.4016805351273944e-44,2.4208632987902068e-42
ENSG00000058262,522,1.41572898735138,3666,False,3.882629689267087e-34,3.732619108876401e-32
ENSG00000168959,445,1.4153699911630235,3667,False,0.9024682353973255,1.0
ENSG00000124098,321,1.4152486749527433,3668,False,1.0829667053061529e-37,1.2583879549188076e-35
ENSG00000054148,1934,1.41502871607887,3669,False,0.7852618409735626,1.0
ENSG00000112701,295,1.4148905661142295,3670,False,0.009676498211977164,0.13883955601718903
ENSG00000228474,1821,1.4141081714949093,3671,False,0.9998817921290506,1.0
ENSG00000105887,1481,1.4139978541654619,3672,False,0.1909599828163463,1.0
ENSG00000123908,269,1.4138473679617047,3673,False,4.258408848729757e-05,0.0007278901734267178
ENSG00000122218,817,1.4135919741764464,3674,False,3.765600899308793e-29,2.6554822724152884e-27
ENSG00000237515,285,1.413180005708999,3675,False,4.130774844285136e-24,2.19141161242651e-22
ENSG00000143321,627,1.412998894590977,3676,False,0.017563054755609344,0.2463100034172119
ENSG00000197448,409,1.4129239397829985,3677,False,0.9999880177769275,1.0
ENSG00000102974,252,1.4129177217882594,3678,False,1.9772069974882222e-25,1.1335996996932526e-23
ENSG00000156110,222,1.4127800174633265,3679,False,5.914108662329987e-16,1.9583163875042137e-14
ENSG00000198408,947,1.412679896965411,3680,False,9.603828752968305e-05,0.0015972585270034956
ENSG00000037042,1056,1.4126185919003784,3681,False,0.027601155473768364,0.3798923778078156
ENSG00000032389,392,1.4125244077318675,3682,False,0.9810205413756082,1.0
ENSG00000163686,314,1.4123432559144575,3683,False,3.1969617622034014e-80,3.532020068597926e-77
ENSG00000136159,154,1.4122738767518235,3684,False,9.669485477758209e-70,6.867577355075924e-67
ENSG00000107262,905,1.4122271088793732,3685,False,0.24344069673428553,1.0
ENSG00000177971,679,1.412017954167639,3686,False,3.6554644434161254e-19,1.4464485636997303e-17
ENSG00000182934,424,1.4120123142930163,3687,False,1.0,1.0
ENSG00000100519,837,1.4113090903928431,3688,False,8.556598800938841e-18,3.1444700666208625e-16
ENSG00000182196,1807,1.4112910419150724,3689,False,0.001086379895056489,0.01672158465769508
ENSG00000067082,299,1.4112244837924335,3690,False,4.738776902090115e-42,7.002798433811196e-40
ENSG00000175806,367,1.4111859657636285,3691,False,1.6393700698974915e-15,5.277735027867772e-14
ENSG00000178922,217,1.411012142826569,3692,False,0.9326601599828287,1.0
ENSG00000188419,298,1.4105087738539828,3693,False,4.9057489240584195e-54,1.53807889499516e-51
ENSG00000125991,821,1.410449702656644,3694,False,0.17970177757570732,1.0
ENSG00000086666,457,1.4103405852358604,3695,False,0.9999999999736318,1.0
ENSG00000053438,1822,1.4102970025575308,3696,False,1.9857557889935805e-11,5.033285606857156e-10
ENSG00000168765,260,1.409948808293148,3697,False,0.9997651414895565,1.0
ENSG00000110066,206,1.4097222097326807,3698,False,9.561984647777446e-17,3.2882422412148473e-15
ENSG00000176261,509,1.409521508832981,3699,False,9.603828752968305e-05,0.0015972585270034956
ENSG00000112367,220,1.4095174941497817,3700,False,9.787455956816395e-64,5.083833194957222e-61
ENSG00000265808,527,1.409466283456059,3701,False,3.435517225496761e-21,1.5377580429040416e-19
ENSG00000126870,241,1.4091530625942912,3702,False,2.130894064343557e-30,1.6103804871209367e-28
ENSG00000130005,1034,1.4090279519839637,3703,False,0.016237884165310475,0.22850809886816234
ENSG00000111850,234,1.4089097330010463,3704,False,0.9999999999999942,1.0
ENSG00000109919,496,1.4088627215682354,3705,False,0.00020037098444053238,0.0032630714558752267
ENSG00000240857,270,1.4087506736577087,3706,False,1.5868551840154155e-33,1.4706984276014678e-31
ENSG00000116001,266,1.4082497618161558,3707,False,0.10887419517623137,1.0
ENSG00000100353,478,1.408111900674207,3708,False,0.01421946897302859,0.2011204736088942
ENSG00000135046,201,1.4081049926825635,3709,False,9.628520875341666e-46,1.7589798757531194e-43
ENSG00000106078,677,1.408036337944031,3710,False,2.4748589480888725e-13,7.059710556470487e-12
ENSG00000115041,496,1.4074316084531453,3711,False,7.33238596530724e-08,1.4997181191172546e-06
ENSG00000006530,302,1.4073944913747125,3712,False,4.738776902090115e-42,7.002798433811196e-40
ENSG00000172725,254,1.4073876159742722,3713,False,6.86170397302756e-55,2.2742539267164537e-52
ENSG00000121410,483,1.4072653556864125,3714,False,0.00037442142992078164,0.005958105499509485
ENSG00000104979,1828,1.4069870311058883,3715,False,0.8230462616736882,1.0
ENSG00000170525,434,1.4067420287640096,3716,False,1.3110980566094673e-06,2.4657120563048522e-05
ENSG00000147533,621,1.40667182818572,3717,False,0.00032104687836061223,0.005139314394592377
ENSG00000170382,372,1.4065994318781017,3718,False,1.3037446922249761e-14,3.9887555592384196e-13
ENSG00000138796,319,1.4060788640474324,3719,False,0.9999999999999682,1.0
ENSG00000133243,1042,1.4056197863331263,3720,False,4.247217052842395e-13,1.192007657577074e-11
ENSG00000213923,803,1.4055216728170834,3721,False,0.260240222383866,1.0
ENSG00000108799,245,1.4054062899752933,3722,False,0.718839653532004,1.0
ENSG00000249242,454,1.4054010920299238,3723,False,0.09753176460267454,1.0
ENSG00000205339,630,1.4050110417303459,3724,False,8.756736767176041e-17,3.0217787769829385e-15
ENSG00000155959,708,1.4048391926764316,3725,False,0.00040409638517527617,0.006417114153393016
ENSG00000172534,457,1.4043521931182066,3726,False,1.0000387731206808e-31,8.112520755130046e-30
ENSG00000033178,203,1.404156009064221,3727,False,2.194774690126123e-28,1.488911391537861e-26
ENSG00000259823,259,1.4041000102501133,3728,False,9.29328265652456e-39,1.138799009938636e-36
ENSG00000172775,796,1.4039571909175772,3729,False,7.466213743945721e-06,0.00013369407115862103
ENSG00000122140,418,1.403869347598878,3730,False,4.950487318578368e-18,1.8565055444767077e-16
ENSG00000163704,415,1.4036921496260357,3731,False,1.3936429016765688e-10,3.3669333465963407e-09
ENSG00000138085,457,1.4036478938844477,3732,False,7.20477864685584e-20,2.9956526779245183e-18
ENSG00000088448,308,1.403394885610929,3733,False,0.9326601599828287,1.0
ENSG00000204619,737,1.4032927706420597,3734,False,0.9999999999999596,1.0
ENSG00000104907,235,1.4028887360782982,3735,False,4.603018753003306e-06,8.358535573249724e-05
ENSG00000005075,936,1.4028174008116485,3736,False,0.9996255785700792,1.0
ENSG00000121931,185,1.4019168934716078,3737,False,5.5627188926313005e-28,3.680422220644231e-26
ENSG00000156345,234,1.4017164169816123,3738,False,7.017173898059996e-16,2.3071065457096263e-14
ENSG00000112062,275,1.4015650721817627,3739,False,8.1557123772848e-37,8.939525060892931e-35
ENSG00000221983,3092,1.401372083879149,3740,False,3.0129944435794994e-12,7.976897559211521e-11
ENSG00000104679,455,1.4012910551220972,3741,False,8.416954087430983e-10,1.948912100520931e-08
ENSG00000135823,336,1.4012814383222099,3742,False,7.259801037000923e-33,6.332104847303164e-31
ENSG00000074800,2973,1.400873281210603,3743,False,0.9999909670571033,1.0
ENSG00000104671,669,1.4008281123439323,3744,False,3.8956939765350514e-09,8.668508105297217e-08
ENSG00000116199,482,1.400699169697259,3745,False,0.9942688865413787,1.0
ENSG00000101391,195,1.4005476906400411,3746,False,4.19412059998834e-21,1.8653178341273208e-19
ENSG00000067798,314,1.4005341199077568,3747,False,1.90961286738889e-08,4.0821335257635966e-07
ENSG00000067842,427,1.400488925875246,3748,False,4.954128985270209e-28,3.290275753779227e-26
ENSG00000171490,517,1.4004064830899354,3749,False,9.210155541956229e-05,0.0015339841196148271
ENSG00000108582,341,1.4003565335111028,3750,False,2.6596034556079814e-07,5.241100213369653e-06
ENSG00000114544,615,1.3999264496385704,3751,False,2.5603599388675507e-10,6.092582560663292e-09
ENSG00000092201,512,1.3998446370187854,3752,False,0.9999999999801424,1.0
ENSG00000104763,1195,1.3997908380266915,3753,False,0.038380452935168514,0.5216528565736979
ENSG00000186501,718,1.3996221354615612,3754,False,0.7294006948820917,1.0
ENSG00000127220,978,1.3994480662475797,3755,False,6.068961116405938e-10,1.4170287088419453e-08
ENSG00000167703,372,1.3988204778404016,3756,False,4.1881207453762547e-26,2.4957588594532314e-24
ENSG00000100852,783,1.3987971857029726,3757,False,1.0,1.0
ENSG00000115350,735,1.3987049269988088,3758,False,0.5084046994899541,1.0
ENSG00000129911,430,1.3986617244493205,3759,False,3.435221299634419e-23,1.7201494850638132e-21
ENSG00000100422,478,1.3980514790211176,3760,False,1.0259784747784503e-17,3.7466370468669564e-16
ENSG00000198642,241,1.3975878661384469,3761,False,0.0014352977404538372,0.021912840575905996
ENSG00000105202,473,1.3975453612877982,3762,False,0.003612414261738063,0.053713713354064045
ENSG00000109881,337,1.3971566312051165,3763,False,9.111369805127345e-31,7.015223525237976e-29
ENSG00000185619,310,1.397063058185706,3764,False,3.206784052817828e-15,1.0113317741596725e-13
ENSG00000145354,613,1.3963363513616966,3765,False,8.207044963516516e-07,1.5624527611426176e-05
ENSG00000079459,1188,1.3960476030464566,3766,False,0.0001451133343730295,0.002385518219053431
ENSG00000214706,145,1.3953736872699831,3767,False,2.369770114106083e-36,2.5612184457608456e-34
ENSG00000158195,288,1.3953187520438055,3768,False,0.9991531921329015,1.0
ENSG00000163875,855,1.3950985565933562,3769,False,5.976707991742077e-07,1.1488406209246692e-05
ENSG00000228594,422,1.3941703884641088,3770,False,0.8563323229067316,1.0
ENSG00000159140,1100,1.3941457102071124,3771,False,4.146901436686774e-09,9.201009193396645e-08
ENSG00000156804,340,1.3940994840425995,3772,False,0.0003603550552488826,0.00574214637944913
ENSG00000113851,418,1.3939805864751118,3773,False,2.8528670618952692e-18,1.083291511295903e-16
ENSG00000116455,210,1.3935744581356606,3774,False,0.9997142421816569,1.0
ENSG00000090989,325,1.3935101124892164,3775,False,1.9237213685237636e-81,2.2694280980522856e-78
ENSG00000090273,1482,1.3932562446547911,3776,False,0.011439362579156688,0.1630911220183537
ENSG00000178104,937,1.3931605394099948,3777,False,8.713180687843592e-24,4.535984721881269e-22
ENSG00000174231,1068,1.3931202787795567,3778,False,1.8249639386745285e-09,4.140236998781136e-08
ENSG00000182870,766,1.3929509770531934,3779,False,2.7274619178277435e-08,5.75617931222422e-07
ENSG00000174695,617,1.3927102133227154,3780,False,4.585880720715667e-13,1.2844660551288293e-11
ENSG00000187134,184,1.392706925538847,3781,False,0.0003336833282432522,0.005331788427224673
ENSG00000126705,316,1.3926779873456678,3782,False,1.4741487797864826e-22,7.120387131279343e-21
ENSG00000104969,671,1.3923056624852261,3783,False,0.9999994907026667,1.0
ENSG00000113552,363,1.3921921694947854,3784,False,0.03926643759781342,0.5326546928880583
ENSG00000103187,536,1.3921322489453716,3785,False,0.08059364551714115,1.0
ENSG00000205758,332,1.3919146900819712,3786,False,0.8515064688406416,1.0
ENSG00000163818,359,1.3918212778038674,3787,False,0.9999999999996878,1.0
ENSG00000145147,259,1.3916165915031287,3788,False,2.096983989223679e-31,1.6661622041387762e-29
ENSG00000164089,325,1.3913652772043221,3789,False,0.7852618409735626,1.0
ENSG00000188186,2178,1.391355761982454,3790,False,0.9999999999998187,1.0
ENSG00000105048,318,1.3911880992903154,3791,False,6.541876697399768e-20,2.7249100736188614e-18
ENSG00000137216,518,1.3910745817772547,3792,False,0.05824924625985685,0.7787757439648962
ENSG00000130175,766,1.3909827044908252,3793,False,0.0002169759073656404,0.0035260600884606426
ENSG00000048140,387,1.3908714065576944,3794,False,3.0308167272540422e-09,6.791793831903361e-08
ENSG00000254531,241,1.39082334501577,3795,False,3.400890907408301e-33,3.0386558334376884e-31
ENSG00000127616,663,1.3907027363257063,3796,False,6.76479970309023e-15,2.1029411475470846e-13
ENSG00000156052,1161,1.390101560899781,3797,False,0.9641801405847772,1.0
ENSG00000182512,783,1.389484520723105,3798,False,0.8911258048237687,1.0
ENSG00000182492,414,1.389347993046022,3799,False,0.07903033987442148,1.0
ENSG00000067829,911,1.3893107192531318,3800,False,2.0843638982329712e-05,0.0003624217244686026
ENSG00000140945,776,1.389264196447866,3801,False,8.556598800938841e-18,3.1444700666208625e-16
ENSG00000133398,603,1.3889163783034733,3802,False,4.852685939078338e-19,1.908249639017579e-17
ENSG00000090674,315,1.3887306088025322,3803,False,0.38400984060459753,1.0
ENSG00000101473,819,1.3886858195310985,3804,False,0.012764066424390106,0.18123497774802566
ENSG00000250305,145,1.388626962147438,3805,False,1.990907305563408e-63,1.0041491476660967e-60
ENSG00000108960,749,1.3884941955942747,3806,False,4.6824695047361696e-26,2.7831994679187877e-24
ENSG00000123545,728,1.3883554187546285,3807,False,1.7085412624838779e-10,4.102074339423109e-09
ENSG00000102921,237,1.3882960327176865,3808,False,0.9999999840446552,1.0
